# Weather station Ujjain, India, WMO_ID=42662,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42662&lang=en
#
"Local time in Ujjain";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.12.2016 17:30";"26.0";"716.5";"758.4";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"23.12.2016 08:30";"9.6";"718.7";"763.3";"";"89";"Calm, no wind";"0";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"1.0";"7.9";"";"";"";"";"";"";
"22.12.2016 17:30";"24.6";"718.6";"760.9";"";"52";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"28.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.1";"";"";"";"";"";"";
"22.12.2016 08:30";"11.0";"720.3";"764.7";"";"88";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"1.0";"9.0";"";"";"";"";"";"";
"21.12.2016 17:30";"24.0";"718.3";"760.6";"";"53";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.8";"";"";"";"";"";"";
"21.12.2016 08:30";"9.6";"720.7";"765.4";"";"89";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.0";"";"";"";"";"";"";"1.0";"7.9";"";"";"";"";"";"";
"20.12.2016 17:30";"23.6";"718.5";"760.9";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"20.12.2016 08:30";"9.6";"720.2";"764.9";"";"89";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.5";"";"";"";"";"";"";"0.5";"7.9";"";"";"";"";"";"";
"19.12.2016 17:30";"23.0";"718.7";"761.2";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"19.12.2016 08:30";"11.6";"721.0";"765.4";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.8";"";"";"";"";"";"";"1.0";"8.4";"";"";"";"";"";"";
"18.12.2016 17:30";"23.0";"719.1";"761.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"18.12.2016 08:30";"11.6";"720.2";"764.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.8";"";"";"";"";"";"";"2.0";"9.2";"";"";"";"";"";"";
"17.12.2016 17:30";"24.0";"718.6";"760.9";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"17.12.2016 08:30";"11.6";"720.7";"765.1";"";"85";"Calm, no wind";"0";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"1.0";"9.2";"";"";"";"";"";"";
"16.12.2016 17:30";"24.6";"718.7";"761.0";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"16.12.2016 08:30";"12.0";"720.5";"764.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"15.12.2016 17:30";"25.0";"717.9";"760.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"15.12.2016 08:30";"12.0";"719.8";"764.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"14.12.2016 17:30";"25.0";"718.0";"760.2";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"14.12.2016 08:30";"13.6";"719.1";"763.1";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"13.12.2016 17:30";"26.0";"716.5";"758.4";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"13.12.2016 08:30";"12.4";"717.8";"761.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.5";"";"";"";"";"";"";"2.0";"9.7";"";"";"";"";"";"";
"12.12.2016 17:30";"25.6";"716.2";"758.2";"";"38";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"10.2";"";"";"";"";"";"";
"12.12.2016 08:30";"11.6";"717.9";"762.1";"";"88";"Calm, no wind";"0";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"9.6";"";"";"";"";"";"";
"11.12.2016 17:30";"25.6";"715.9";"757.9";"";"33";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.1";"";"";"";"";"";"";
"11.12.2016 08:30";"12.0";"718.4";"762.6";"";"85";"Calm, no wind";"0";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"1.0";"9.6";"";"";"";"";"";"";
"10.12.2016 17:30";"25.0";"716.3";"758.4";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"10.12.2016 08:30";"12.6";"718.1";"762.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.0";"";"";"";"";"";"";"2.0";"9.5";"";"";"";"";"";"";
"09.12.2016 17:30";"25.6";"716.2";"758.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"09.12.2016 08:30";"12.4";"718.4";"762.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.0";"";"";"";"";"";"";"2.0";"9.2";"";"";"";"";"";"";
"08.12.2016 17:30";"25.6";"717.6";"759.7";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"08.12.2016 08:30";"11.6";"719.8";"764.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.5";"";"";"";"";"";"";"1.0";"8.8";"";"";"";"";"";"";
"07.12.2016 17:30";"25.6";"717.9";"760.0";"";"38";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"07.12.2016 08:30";"13.0";"720.5";"764.6";"";"77";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.0";"";"";"";"";"";"";"2.0";"9.1";"";"";"";"";"";"";
"06.12.2016 17:30";"25.0";"718.7";"760.9";"";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"06.12.2016 08:30";"12.4";"720.4";"764.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.5";"";"";"";"";"";"";"2.0";"9.7";"";"";"";"";"";"";
"05.12.2016 17:30";"24.6";"718.6";"760.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"05.12.2016 08:30";"12.0";"720.8";"765.1";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.0";"";"";"";"";"";"";"2.0";"8.3";"";"";"";"";"";"";
"04.12.2016 17:30";"25.0";"719.6";"761.9";"";"41";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"04.12.2016 08:30";"16.4";"722.2";"765.9";"";"84";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.5";"";"";"";"";"";"";"1.0";"13.6";"";"";"";"";"";"";
"03.12.2016 17:30";"25.0";"719.4";"761.6";"";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"03.12.2016 08:30";"15.6";"721.3";"765.1";"";"77";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"1.0";"11.5";"";"";"";"";"";"";
"02.12.2016 17:30";"25.6";"718.2";"760.3";"";"34";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"29.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.6";"";"";"";"";"";"";
"02.12.2016 08:30";"15.0";"720.3";"764.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"01.12.2016 17:30";"27.0";"717.4";"759.2";"";"40";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.2";"";"";"";"";"";"";
"01.12.2016 08:30";"15.6";"719.3";"763.0";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"11.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.7";"";"";"";"";"";"";
"30.11.2016 17:30";"27.6";"717.6";"759.4";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"30.11.2016 08:30";"14.0";"719.4";"763.3";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"29.11.2016 17:30";"27.6";"717.4";"759.2";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"29.11.2016 08:30";"14.0";"719.3";"763.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"28.11.2016 17:30";"27.0";"717.0";"758.8";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"28.11.2016 08:30";"15.6";"719.3";"762.9";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"27.11.2016 17:30";"27.0";"717.1";"758.9";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"27.11.2016 08:30";"15.2";"719.7";"763.4";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"26.11.2016 17:30";"27.6";"717.4";"759.1";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"26.11.2016 08:30";"15.0";"719.4";"763.1";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"25.11.2016 17:30";"27.0";"716.9";"758.7";"";"32";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"25.11.2016 08:30";"15.0";"719.5";"763.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"24.11.2016 17:30";"27.0";"717.4";"759.2";"";"28";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"24.11.2016 08:30";"15.0";"719.3";"763.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"23.11.2016 17:30";"27.6";"716.3";"758.0";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"23.11.2016 08:30";"15.0";"718.6";"762.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"22.11.2016 17:30";"28.0";"716.6";"758.2";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"22.11.2016 08:30";"16.0";"718.6";"762.1";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"21.11.2016 17:30";"27.6";"716.5";"758.2";"";"31";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"9.2";"";"";"";"";"";"";
"21.11.2016 08:30";"15.0";"718.5";"762.2";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"12.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"11.7";"";"";"";"";"";"";
"20.11.2016 17:30";"28.0";"716.3";"757.9";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"20.11.2016 08:30";"15.0";"718.4";"762.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"19.11.2016 17:30";"27.6";"715.7";"757.4";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"19.11.2016 08:30";"15.0";"718.6";"762.3";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"18.11.2016 17:30";"27.0";"717.1";"758.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"18.11.2016 08:30";"15.0";"720.4";"764.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"17.11.2016 17:30";"26.6";"718.5";"760.5";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"17.11.2016 08:30";"17.0";"720.9";"764.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"16.11.2016 17:30";"27.0";"718.3";"760.2";"";"32";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"16.11.2016 08:30";"18.0";"720.0";"763.3";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"15.11.2016 17:30";"27.0";"717.5";"759.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"15.11.2016 08:30";"15.6";"719.3";"762.9";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"14.11.2016 17:30";"27.6";"717.6";"759.4";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"14.11.2016 08:30";"16.0";"720.0";"763.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"13.11.2016 17:30";"28.0";"718.3";"760.0";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"13.11.2016 08:30";"16.6";"720.1";"763.6";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"12.11.2016 17:30";"28.6";"717.3";"758.9";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"12.11.2016 08:30";"17.0";"719.0";"762.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"11.11.2016 17:30";"29.0";"716.4";"757.9";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"50.0";"11.3";"";"";"";"";"";"";
"11.11.2016 08:30";"17.0";"718.4";"761.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"10.11.2016 17:30";"28.6";"716.9";"758.5";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"10.11.2016 08:30";"15.0";"719.8";"763.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"09.11.2016 17:30";"28.0";"718.2";"759.9";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"09.11.2016 08:30";"15.0";"720.2";"764.0";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"08.11.2016 17:30";"28.0";"717.6";"759.3";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"08.11.2016 08:30";"15.0";"719.3";"763.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"07.11.2016 17:30";"29.0";"716.9";"758.4";"";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"07.11.2016 08:30";"17.0";"719.0";"762.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"06.11.2016 17:30";"28.0";"716.1";"757.7";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"06.11.2016 08:30";"17.0";"717.5";"760.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"05.11.2016 17:30";"28.0";"714.7";"756.2";"";"27";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"05.11.2016 08:30";"18.0";"717.0";"760.1";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"04.11.2016 17:30";"27.6";"715.3";"756.9";"";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"04.11.2016 08:30";"17.6";"718.6";"761.9";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"03.11.2016 17:30";"28.0";"717.5";"759.2";"";"28";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"03.11.2016 08:30";"19.0";"719.8";"763.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"02.11.2016 17:30";"28.0";"717.3";"759.0";"";"27";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"02.11.2016 08:30";"17.0";"719.6";"763.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
