# Weather station Una, India, WMO_ID=42077,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42077&lang=en
#
"Local time in Una";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.10.2016 08:30";"19.2";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"13.10.2016 08:30";"18.8";"";"";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"12.10.2016 17:30";"30.0";"";"";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"12.10.2016 08:30";"20.4";"";"";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"11.10.2016 17:30";"30.8";"";"";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"11.10.2016 08:30";"21.2";"";"";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"10.10.2016 17:30";"31.2";"";"";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"10.10.2016 08:30";"21.6";"";"";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.7";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"09.10.2016 17:30";"32.0";"";"";"";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"09.10.2016 08:30";"21.4";"";"";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"08.10.2016 17:30";"31.8";"";"";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"08.10.2016 08:30";"23.0";"";"";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"07.10.2016 17:30";"31.2";"";"";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"07.10.2016 08:30";"22.8";"";"";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"06.10.2016 17:30";"31.2";"";"";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"29.3";"";"";"";"";"";"";
"06.10.2016 08:30";"22.6";"";"";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"05.10.2016 17:30";"30.0";"";"";"";"65";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"05.10.2016 08:30";"26.2";"";"";"";"90";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"04.10.2016 17:30";"32.4";"";"";"";"63";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"04.10.2016 08:30";"26.0";"";"";"";"94";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"03.10.2016 17:30";"32.0";"";"";"";"66";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"34.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"03.10.2016 08:30";"26.2";"";"";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"02.10.2016 17:30";"31.0";"";"";"";"73";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"02.10.2016 08:30";"26.8";"";"";"";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"01.10.2016 17:30";"32.2";"";"";"";"68";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"01.10.2016 08:30";"26.4";"";"";"";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"30.09.2016 17:30";"31.2";"";"";"";"71";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"30.09.2016 08:30";"25.0";"";"";"";"91";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"29.09.2016 17:30";"30.8";"";"";"";"74";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"29.09.2016 08:30";"25.2";"";"";"";"91";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"28.09.2016 17:30";"30.0";"";"";"";"74";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"28.09.2016 08:30";"25.0";"";"";"";"91";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"27.09.2016 17:30";"30.0";"";"";"";"75";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"27.09.2016 08:30";"25.2";"";"";"";"90";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"26.09.2016 17:30";"31.2";"";"";"";"68";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"26.09.2016 08:30";"26.0";"";"";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"25.09.2016 17:30";"30.4";"";"";"";"72";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"25.09.2016 08:30";"23.6";"";"";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"24.09.2016 17:30";"30.0";"";"";"";"72";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"24.09.2016 08:30";"23.8";"";"";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"23.09.2016 17:30";"31.6";"";"";"";"64";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"23.09.2016 08:30";"22.4";"";"";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"22.09.2016 17:30";"26.6";"";"";"";"80";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"28.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"22.09.2016 08:30";"25.8";"";"";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"21.09.2016 17:30";"30.2";"";"";"";"65";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"21.09.2016 08:30";"26.6";"";"";"";"90";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"20.09.2016 17:30";"30.0";"";"";"";"65";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"20.09.2016 08:30";"25.0";"";"";"";"91";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.5";"";"";"";"";"";"";
"19.09.2016 17:30";"32.0";"";"";"";"69";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"19.09.2016 08:30";"26.4";"";"";"";"79";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"18.09.2016 17:30";"32.2";"";"";"";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"18.09.2016 08:30";"26.6";"";"";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"17.09.2016 17:30";"33.2";"";"";"";"67";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"17.09.2016 08:30";"26.2";"";"";"";"90";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"23.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"16.09.2016 17:30";"33.0";"";"";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"16.09.2016 08:30";"25.0";"";"";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"15.09.2016 17:30";"32.4";"";"";"";"71";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"15.09.2016 08:30";"23.8";"";"";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"14.09.2016 17:30";"31.4";"";"";"";"76";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"14.09.2016 08:30";"24.0";"";"";"";"88";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"13.09.2016 17:30";"32.6";"";"";"";"73";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"35.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"12.09.2016 17:30";"32.0";"";"";"";"75";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"34.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.0";"";"";"";"";"";"";
"11.09.2016 17:30";"33.0";"";"";"";"72";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.2";"";"";"";"";"";"";
"11.09.2016 08:30";"27.8";"";"";"";"87";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"10.09.2016 17:30";"32.8";"";"";"";"68";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"10.09.2016 08:30";"28.4";"";"";"";"86";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"26.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"09.09.2016 17:30";"32.2";"";"";"";"66";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"09.09.2016 08:30";"28.0";"";"";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"08.09.2016 17:30";"33.2";"";"";"";"63";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"08.09.2016 08:30";"27.2";"";"";"";"86";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"07.09.2016 17:30";"32.0";"";"";"";"65";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"07.09.2016 08:30";"27.0";"";"";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"06.09.2016 17:30";"32.6";"";"";"";"59";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"06.09.2016 08:30";"27.4";"";"";"";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"05.09.2016 08:30";"26.2";"";"";"";"90";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"04.09.2016 17:30";"30.0";"";"";"";"65";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"04.09.2016 08:30";"25.8";"";"";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"03.09.2016 17:30";"33.0";"";"";"";"51";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"03.09.2016 08:30";"25.2";"";"";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"02.09.2016 17:30";"31.2";"";"";"";"90";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"29.3";"";"";"";"";"";"";
"02.09.2016 08:30";"26.0";"";"";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"01.09.2016 17:30";"32.4";"";"";"";"64";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"35.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
