# Weather station Purulia, India, WMO_ID=42705,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42705&lang=en
#
"Local time in Purulia";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.11.2016 08:30";"16.8";"737.8";"760.3";"";"63";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"13.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.6";"";"";"";"";"";"";
"26.11.2016 17:30";"26.8";"734.7";"756.3";"";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.7";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"26.11.2016 08:30";"15.0";"737.8";"760.4";"";"68";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"25.11.2016 17:30";"27.4";"737.5";"759.2";"";"42";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"29.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"13.2";"";"";"";"";"";"";
"25.11.2016 08:30";"16.0";"737.1";"759.6";"";"60";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"13.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"8.1";"";"";"";"";"";"";
"24.11.2016 08:30";"16.0";"737.8";"760.4";"";"63";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.1";"";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"23.11.2016 17:30";"27.8";"735.1";"756.7";"";"28";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.3";"";"";"";"";"";"10.0";"7.9";"";"";"";"";"";"";
"23.11.2016 08:30";"15.0";"736.3";"758.9";"";"62";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"22.11.2016 17:30";"26.0";"736.1";"757.8";"";"42";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"27.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.1";"";"";"";"";"";"";
"22.11.2016 08:30";"15.4";"737.7";"760.3";"";"65";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"13.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"8.8";"";"";"";"";"";"";
"21.11.2016 17:30";"23.0";"735.3";"757.3";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.3";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"21.11.2016 08:30";"15.0";"737.8";"760.4";"";"49";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"4.2";"";"";"";"";"";"";
"20.11.2016 17:30";"23.4";"735.5";"757.4";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.3";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"20.11.2016 08:30";"15.0";"737.8";"760.4";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"19.11.2016 17:30";"25.0";"735.2";"757.0";"";"47";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"27.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"13.0";"";"";"";"";"";"";
"19.11.2016 08:30";"15.8";"737.6";"760.2";"";"56";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"6.9";"";"";"";"";"";"";
"18.11.2016 17:30";"27.0";"735.9";"757.6";"";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.9";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"18.11.2016 08:30";"16.0";"738.3";"760.9";"";"60";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"17.11.2016 17:30";"27.0";"738.0";"759.7";"";"26";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.3";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"17.11.2016 08:30";"16.0";"";"";"";"60";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"13.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"8.1";"";"";"";"";"";"";
"16.11.2016 17:30";"27.0";"737.4";"759.1";"";"26";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"28.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"5.9";"";"";"";"";"";"";
"16.11.2016 08:30";"16.0";"739.2";"761.8";"";"56";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"13.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"7.2";"";"";"";"";"";"";
"15.11.2016 17:30";"25.0";"737.0";"758.9";"";"54";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"27.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.0";"";"";"";"";"";"";
"15.11.2016 08:30";"18.0";"739.1";"761.5";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.1";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"14.11.2016 17:30";"27.0";"736.5";"758.2";"";"49";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"29.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.4";"";"";"";"";"";"";
"13.11.2016 17:30";"27.8";"738.0";"759.7";"";"48";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"30.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.8";"";"";"";"";"";"";
"13.11.2016 08:30";"20.0";"739.7";"762.0";"";"64";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"17.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"13.0";"";"";"";"";"";"";
"12.11.2016 17:30";"27.8";"737.3";"759.0";"";"51";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.6";"";"";"";"";"";"";
"12.11.2016 08:30";"19.0";"738.9";"761.3";"";"67";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"17.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"11.11.2016 17:30";"23.0";"735.7";"757.7";"";"61";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"30.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.1";"";"";"";"";"";"";
"11.11.2016 08:30";"19.0";"737.5";"759.8";"";"67";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"16.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"10.11.2016 17:30";"27.4";"736.6";"758.3";"";"44";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"29.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.0";"";"";"";"";"";"";
"10.11.2016 08:30";"17.0";"737.5";"760.0";"";"61";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"14.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.4";"";"";"";"";"";"";
"09.11.2016 17:30";"26.1";"735.8";"757.5";"";"47";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"28.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.0";"";"";"";"";"";"";
"09.11.2016 08:30";"16.0";"736.6";"759.1";"";"69";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"14.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"10.3";"";"";"";"";"";"";
"08.11.2016 17:30";"28.0";"735.7";"757.3";"";"39";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"30.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.7";"";"";"";"";"";"";
"08.11.2016 08:30";"15.4";"737.4";"760.0";"";"65";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"14.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.8";"";"";"";"";"";"";
"07.11.2016 17:30";"27.6";"735.7";"757.3";"";"37";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"29.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.6";"";"";"";"";"";"";
"07.11.2016 08:30";"18.0";"736.4";"758.8";"";"66";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"16.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.4";"";"";"";"";"";"";
"06.11.2016 17:30";"25.4";"733.4";"755.1";"";"45";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"29.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.7";"";"";"";"";"";"";
"06.11.2016 08:30";"21.0";"738.7";"760.9";"";"65";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"18.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.1";"";"";"";"";"";"";
"05.11.2016 17:30";"28.8";"731.9";"753.3";"";"49";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.1";"";"";"";"";"";"";
"05.11.2016 08:30";"21.0";"734.9";"757.0";"";"77";"Wind blowing from the north-northeast";"1";"";"";"50%.";" ";"";"";"20.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"04.11.2016 17:30";"26.8";"734.8";"756.5";"";"57";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"31.5";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"04.11.2016 08:30";"22.6";"736.3";"758.3";"";"69";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"20.1";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"03.11.2016 17:30";"31.0";"736.4";"757.8";"";"48";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"33.3";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"03.11.2016 08:30";"21.0";"738.7";"760.9";"";"68";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"19.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.9";"";"";"";"";"";"";
"02.11.2016 17:30";"31.0";"735.6";"757.0";"";"42";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"33.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.8";"";"";"";"";"";"";
"31.10.2016 17:30";"29.4";"737.1";"758.6";"";"56";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"31.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.6";"";"";"";"";"";"";
"31.10.2016 08:30";"22.0";"739.4";"761.5";"";"69";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"19.5";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"30.10.2016 17:30";"22.6";"735.9";"757.9";"";"86";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"30.10.2016 08:30";"20.0";"737.8";"760.1";"";"76";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"18.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.6";"";"";"";"";"";"";
"29.10.2016 17:30";"29.4";"735.7";"757.2";"";"44";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"31.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"29.10.2016 08:30";"22.0";"737.1";"759.2";"";"74";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"20.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.1";"";"";"";"";"";"";
"28.10.2016 17:30";"27.6";"737.7";"759.4";"";"66";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"29.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"28.10.2016 08:30";"";"";"759.0";"";"";"Wind blowing from the north-northeast";"19";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.1";"20.2";"";"";"";"";"";"";
"27.10.2016 17:30";"26.4";"735.6";"757.3";"";"62";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"27.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"27.10.2016 08:30";"22.4";"736.4";"758.4";"";"79";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"20.5";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"26.10.2016 17:30";"31.0";"734.1";"755.4";"";"48";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"32.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.7";"";"";"";"";"";"";
"26.10.2016 08:30";"20.0";"734.8";"757.0";"";"59";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"17.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.7";"";"";"";"";"";"";
"25.10.2016 17:30";"30.2";"732.0";"753.3";"";"40";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"31.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"25.10.2016 08:30";"21.0";"734.3";"756.4";"";"65";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"17.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.1";"";"";"";"";"";"";
"24.10.2016 17:30";"30.0";"731.1";"752.4";"";"38";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"31.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.2";"";"";"";"";"";"";
"23.10.2016 17:30";"31.0";"734.8";"756.1";"";"39";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"31.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.5";"";"";"";"";"";"";
"23.10.2016 08:30";"20.4";"734.9";"757.0";"";"69";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"18.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.6";"";"";"";"";"";"";
"22.10.2016 17:30";"30.4";"732.6";"753.9";"";"45";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"31.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.2";"";"";"";"";"";"";
"22.10.2016 08:30";"22.4";"734.1";"756.1";"";"79";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"21.1";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"21.10.2016 17:30";"31.0";"731.6";"752.9";"";"45";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"32.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.6";"";"";"";"";"";"";
"21.10.2016 08:30";"21.0";"734.7";"756.8";"";"70";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"18.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.3";"";"";"";"";"";"";
"20.10.2016 17:30";"30.2";"730.9";"752.2";"";"40";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.1";"";"";"";"";"";"";
"20.10.2016 08:30";"22.4";"734.7";"756.7";"";"71";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"19.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.9";"";"";"";"";"";"";
"19.10.2016 17:30";"31.0";"730.9";"752.1";"";"48";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"32.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.7";"";"";"";"";"";"";
