# Weather station Vellore, India, WMO_ID=43303,selection from 11.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43303&lang=en
#
"Local time in Vellore";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.08.2016 11:30";"33.8";"738.6";"756.2";"-0.7";"60";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.0";"";"";"";"";"";"";
"11.08.2016 08:30";"29.2";"739.3";"757.2";"";"57";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"27.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.8";"";"";"";"";"";"";
"10.08.2016 17:30";"35.4";"735.8";"753.2";"";"43";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"37.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.9";"";"";"";"";"";"";
"10.08.2016 11:30";"34.0";"737.9";"755.5";"-0.6";"47";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.3";"";"";"";"";"";"";
"10.08.2016 08:30";"29.0";"738.5";"756.4";"";"61";"Wind blowing from the north-west";"3";"";"";"40%.";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.6";"";"";"";"";"";"";
"09.08.2016 17:30";"35.0";"735.5";"753.0";"";"42";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"";"37.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.1";"";"";"";"";"";"";
"09.08.2016 11:30";"34.0";"737.5";"755.2";"-0.9";"47";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.3";"";"";"";"";"";"";
"09.08.2016 08:30";"29.2";"738.4";"756.2";"";"59";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"26.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.4";"";"";"";"";"";"";
"08.08.2016 17:30";"35.2";"735.7";"753.1";"";"43";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"37.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.7";"";"";"";"";"";"";
"08.08.2016 11:30";"33.6";"737.7";"755.3";"-0.8";"49";"Wind blowing from the west";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.5";"";"";"";"";"";"";
"08.08.2016 08:30";"28.4";"738.5";"756.4";"";"61";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"26.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.2";"";"";"";"";"";"";
"07.08.2016 17:30";"35.0";"735.5";"753.0";"";"42";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"";"35.6";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.1";"";"";"";"";"";"";
"07.08.2016 11:30";"33.0";"736.9";"754.4";"-1.0";"49";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.8";"";"";"";"";"";"";
"07.08.2016 08:30";"28.2";"737.9";"755.8";"";"65";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"26.2";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.9";"";"";"";"";"";"";
"06.08.2016 17:30";"34.3";"734.4";"751.9";"";"43";"Wind blowing from the north-west";"4";"";"";"40%.";" ";"";"";"";"35.2";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.1";"";"";"";"";"";"";
"06.08.2016 11:30";"32.2";"736.5";"754.0";"-0.5";"52";"Wind blowing from the north-west";"5";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.2";"";"";"";"";"";"";
"06.08.2016 08:30";"28.4";"737.0";"754.9";"";"62";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"26.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"20.5";"";"";"";"";"";"";
"05.08.2016 17:30";"33.0";"734.5";"752.0";"";"50";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.3";"";"";"";"";"";"";
"05.08.2016 11:30";"30.3";"736.6";"754.3";"-0.2";"54";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.9";"";"";"";"";"";"";
"05.08.2016 08:30";"28.2";"736.8";"754.6";"";"60";"Wind blowing from the west-southwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"26.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.8";"";"";"";"";"";"";
"04.08.2016 17:30";"32.6";"734.2";"751.8";"";"48";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"34.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"20.3";"";"";"";"";"";"";
"04.08.2016 11:30";"32.0";"735.8";"753.4";"-0.4";"51";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.6";"";"";"";"";"";"";
"04.08.2016 08:30";"27.4";"736.2";"754.0";"";"66";"Wind blowing from the west-southwest";"3";"";"";"60%.";" ";"";"";"25.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"20.4";"";"";"";"";"";"";
"03.08.2016 17:30";"31.2";"733.3";"751.0";"";"51";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.0";"";"";"";"";"";"";
"03.08.2016 11:30";"32.0";"734.9";"752.5";"-0.8";"49";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.9";"";"";"";"";"";"";
"03.08.2016 08:30";"27.5";"735.7";"753.5";"";"63";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"24.7";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.7";"";"";"";"";"";"";
"02.08.2016 17:30";"32.2";"733.1";"750.6";"";"52";"Wind blowing from the north-west";"3";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"21.2";"";"";"";"";"";"";
"02.08.2016 11:30";"29.2";"735.8";"753.6";"-0.4";"59";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.4";"";"";"";"";"";"";
"02.08.2016 08:30";"27.7";"736.2";"754.0";"";"60";"Wind blowing from the west";"5";"";"";"60%.";" ";"";"";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"19.3";"";"";"";"";"";"";
"01.08.2016 17:30";"33.0";"734.8";"752.4";"";"49";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"";"34.1";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.8";"";"";"";"";"";"";
"01.08.2016 11:30";"30.0";"737.0";"754.9";"-0.5";"59";"Wind blowing from the west";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"21.2";"";"";"";"";"";"";
"01.08.2016 08:30";"26.5";"737.5";"755.5";"";"72";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"24.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"21.1";"";"";"";"";"";"";
"31.07.2016 17:30";"32.7";"735.6";"753.1";"";"56";"Wind blowing from the west-southwest";"3";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.7";"";"";"";"";"";"";
"31.07.2016 11:30";"30.5";"737.8";"755.6";"-0.3";"62";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Drizzle.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.5";"";"";"";"";"";"";
"31.07.2016 08:30";"25.2";"738.1";"756.2";"";"84";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.3";"";"";"";"";"";"";
"30.07.2016 17:30";"28.0";"736.5";"754.3";"";"73";"Wind blowing from the north-west";"3";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"31.4";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"22.7";"";"";"";"";"";"";
"30.07.2016 11:30";"30.0";"737.2";"755.0";"0.3";"64";"Wind blowing from the west-southwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"30.07.2016 08:30";"27.0";"736.9";"754.8";"";"74";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.9";"";"";"";"";"";"";
"29.07.2016 17:30";"30.0";"734.9";"752.7";"";"73";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"31.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.6";"";"";"";"";"";"";
"29.07.2016 11:30";"27.6";"737.4";"755.4";"-0.5";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.4";"";"";"";"";"";"";
"29.07.2016 08:30";"24.0";"737.9";"756.1";"";"96";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Drizzle.";"22.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"23.4";"";"";"";"";"";"";
"28.07.2016 17:30";"28.5";"735.1";"753.0";"";"73";"Wind blowing from the south-southeast";"2";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Drizzle.";"";"35.4";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"28.07.2016 11:30";"31.8";"737.2";"754.9";"-0.6";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.5";"";"";"";"";"";"";
"28.07.2016 08:30";"26.7";"737.8";"755.8";"";"82";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"24.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.3";"";"";"";"";"";"";
"27.07.2016 17:30";"31.0";"735.2";"752.9";"";"66";"Wind blowing from the south";"1";"";"";"40%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.8";"";"";"";"";"";"";
"27.07.2016 11:30";"31.4";"737.2";"754.9";"-0.8";"68";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.9";"";"";"";"";"";"";
"27.07.2016 08:30";"26.8";"738.0";"756.0";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.2";"";"";"";"";"";"";
"26.07.2016 17:30";"30.0";"734.8";"752.6";"";"77";"variable wind direction";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.5";"";"";"";"";"";"";
"26.07.2016 11:30";"29.2";"736.4";"754.2";"-0.5";"76";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.6";"";"";"";"";"";"";
"26.07.2016 08:30";"26.0";"736.9";"754.9";"";"87";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.7";"";"";"";"";"";"";
"25.07.2016 17:30";"30.6";"734.5";"752.2";"";"73";"Wind blowing from the north-northwest";"2";"";"";"100%.";"Thunderstorm (with or without precipitation). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"34.5";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"4.0";"25.2";"";"";"";"";"";"";
"25.07.2016 11:30";"30.8";"736.2";"753.9";"-0.7";"69";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.5";"";"";"";"";"";"";
"25.07.2016 08:30";"27.0";"736.9";"754.9";"";"87";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"22.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.7";"";"";"";"";"";"";
"24.07.2016 17:30";"33.8";"733.9";"751.4";"";"50";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"";"35.7";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"24.07.2016 11:30";"31.8";"736.1";"753.7";"-0.7";"59";"variable wind direction";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.8";"";"";"";"";"";"";
"24.07.2016 08:30";"27.6";"736.8";"754.6";"";"74";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"25.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"22.6";"";"";"";"";"";"";
"23.07.2016 17:30";"29.6";"734.6";"752.4";"";"74";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"32.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"24.5";"";"";"";"";"";"";
"23.07.2016 11:30";"29.6";"736.0";"753.8";"-0.8";"63";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"21.9";"";"";"";"";"";"";
