# Weather station Paramati, India, WMO_ID=43342,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43342&lang=en
#
"Local time in Paramati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.12.2016 08:30";"25.6";"745.5";"760.9";"";"82";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.3";"";"";"";"";"";"";
"05.12.2016 17:30";"30.4";"742.6";"757.9";"";"60";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"05.12.2016 08:30";"26.0";"745.3";"760.8";"";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.0";"";"";"";"";"";"";
"04.12.2016 17:30";"29.4";"743.6";"758.8";"";"64";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"04.12.2016 08:30";"24.6";"747.2";"762.8";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"03.12.2016 17:30";"30.0";"741.8";"757.3";"";"49";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.2";"";"";"";"";"";"";
"03.12.2016 08:30";"23.2";"745.0";"760.6";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.9";"";"";"";"";"";"";
"02.12.2016 17:30";"23.0";"741.6";"757.1";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.8";"";"";"";"";"";"";
"02.12.2016 08:30";"23.2";"744.4";"759.9";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"18.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.1";"";"";"";"";"";"";
"01.12.2016 17:30";"21.4";"742.3";"757.9";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"25.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.2";"";"";"";"";"";"";
"01.12.2016 08:30";"24.0";"743.5";"759.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"30.11.2016 17:30";"30.0";"738.0";"757.2";"";"49";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.2";"";"";"";"";"";"";
"30.11.2016 08:30";"23.6";"745.8";"761.3";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"29.11.2016 17:30";"28.4";"742.5";"757.7";"";"64";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.9";"";"";"";"";"";"";
"29.11.2016 08:30";"22.4";"746.2";"761.8";"";"79";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.6";"";"";"";"";"";"";
"28.11.2016 17:30";"31.4";"741.3";"756.4";"";"32";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"31.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.0";"";"";"";"";"";"";
"26.11.2016 08:30";"25.0";"744.9";"760.4";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"25.11.2016 17:30";"32.0";"740.9";"756.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"25.11.2016 08:30";"22.2";"744.8";"760.4";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"24.11.2016 17:30";"30.2";"741.1";"756.1";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"24.11.2016 08:30";"24.0";"744.5";"760.0";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"21.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.0";"";"";"";"";"";"";
"23.11.2016 17:30";"30.4";"741.1";"756.2";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"23.11.2016 08:30";"23.4";"743.8";"759.4";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"22.11.2016 17:30";"32.4";"740.3";"755.3";"";"53";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"36.4";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"22.11.2016 08:30";"23.0";"743.4";"759.0";"";"91";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"21.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.5";"";"";"";"";"";"";
"21.11.2016 17:30";"32.0";"740.8";"755.9";"";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"21.11.2016 08:30";"25.4";"743.8";"759.2";"";"76";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.8";"";"";"";"";"";"";
"20.11.2016 17:30";"32.0";"740.8";"755.9";"";"44";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"35.0";"";"";"1000-1500";"";"";"10.0";"18.1";"";"";"";"";"";"";
"20.11.2016 08:30";"24.0";"744.7";"760.3";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.3";"";"";"";"";"";"";
"19.11.2016 17:30";"30.4";"740.5";"755.6";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"19.11.2016 08:30";"24.0";"744.0";"759.5";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"18.11.2016 17:30";"31.2";"740.5";"755.6";"";"56";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.4";"";"";"";"";"";"";
"18.11.2016 08:30";"25.8";"744.3";"759.7";"";"73";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.6";"";"";"";"";"";"";
"17.11.2016 17:30";"32.0";"741.4";"756.4";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"17.11.2016 08:30";"26.0";"744.4";"759.9";"";"79";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.1";"";"";"";"";"";"";
"16.11.2016 17:30";"32.0";"741.1";"756.1";"";"50";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"35.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.4";"";"";"";"";"";"";
"16.11.2016 08:30";"26.2";"745.2";"760.6";"";"78";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"23.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.0";"";"";"";"";"";"";
"15.11.2016 17:30";"33.0";"741.1";"756.1";"";"47";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"35.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"15.11.2016 08:30";"28.0";"745.0";"760.3";"";"74";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.0";"";"";"";"";"";"";
"14.11.2016 17:30";"32.0";"742.2";"757.3";"";"50";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"35.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.4";"";"";"";"";"";"";
"14.11.2016 08:30";"28.4";"746.0";"761.3";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"13.11.2016 17:30";"30.4";"742.7";"757.9";"";"63";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"34.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.5";"";"";"";"";"";"";
"13.11.2016 08:30";"28.2";"745.3";"760.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"12.11.2016 17:30";"31.4";"741.7";"756.7";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"12.11.2016 08:30";"25.2";"745.2";"760.6";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"11.11.2016 17:30";"32.0";"741.5";"756.6";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"11.11.2016 08:30";"25.8";"745.0";"760.4";"";"73";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.6";"";"";"";"";"";"";
"10.11.2016 17:30";"32.2";"741.3";"756.3";"";"50";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"10.11.2016 08:30";"26.0";"745.6";"761.1";"";"63";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"22.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.5";"";"";"";"";"";"";
"09.11.2016 17:30";"31.0";"742.5";"757.6";"";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"09.11.2016 08:30";"25.2";"745.6";"761.1";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"08.11.2016 17:30";"32.0";"741.7";"756.8";"";"49";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"08.11.2016 08:30";"26.0";"745.3";"760.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"07.11.2016 17:30";"33.0";"740.8";"755.8";"";"47";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"35.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"07.11.2016 08:30";"26.0";"745.4";"760.6";"";"92";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"06.11.2016 17:30";"33.0";"739.6";"754.6";"";"47";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"36.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"06.11.2016 08:30";"26.0";"742.6";"757.9";"";"81";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.4";"";"";"";"";"";"";
"05.11.2016 17:30";"33.0";"739.3";"754.3";"";"47";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"35.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"05.11.2016 08:30";"25.4";"743.2";"758.7";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"04.11.2016 17:30";"29.4";"740.7";"755.8";"";"68";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.0";"";"";"";"";"";"";
"04.11.2016 08:30";"26.2";"743.3";"758.7";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"03.11.2016 17:30";"33.0";"740.4";"755.4";"";"52";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.9";"";"";"";"";"";"";
"03.11.2016 08:30";"25.4";"743.6";"759.1";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.8";"";"";"";"";"";"";
"02.11.2016 17:30";"26.4";"741.3";"756.6";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.4";"";"";"";"";"";"";
"02.11.2016 08:30";"25.2";"742.8";"758.2";"";"91";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.7";"";"";"";"";"";"";
"01.11.2016 17:30";"31.4";"741.2";"756.3";"";"60";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"35.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.7";"";"";"";"";"";"";
"01.11.2016 08:30";"27.4";"744.1";"759.4";"";"81";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.9";"";"";"";"";"";"";
"31.10.2016 17:30";"30.0";"742.3";"757.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"31.10.2016 08:30";"26.4";"744.7";"760.1";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"30.10.2016 17:30";"33.0";"739.9";"754.9";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"30.10.2016 08:30";"26.4";"742.9";"758.2";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"29.10.2016 17:30";"35.0";"739.3";"754.2";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"29.10.2016 08:30";"28.0";"742.9";"758.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"28.10.2016 17:30";"";"739.4";"754.3";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"36.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.2";"";"";"";"";"";"";
"28.10.2016 08:30";"26.4";"743.5";"758.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"27.10.2016 17:30";"33.8";"740.2";"755.2";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"27.10.2016 08:30";"28.0";"751.5";"759.4";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"26.10.2016 17:30";"33.2";"739.9";"754.9";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"26.10.2016 08:30";"27.2";"742.7";"758.1";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"25.10.2016 17:30";"33.6";"740.3";"755.3";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"25.10.2016 08:30";"27.4";"743.1";"758.5";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"24.10.2016 17:30";"33.0";"739.9";"754.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"24.10.2016 08:30";"27.0";"743.3";"758.7";"";"80";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"23.10.2016 17:30";"33.4";"740.0";"755.0";"";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"23.10.2016 08:30";"27.2";"743.2";"758.6";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"22.10.2016 17:30";"32.0";"740.1";"755.2";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"22.10.2016 08:30";"24.2";"742.3";"757.7";"";"98";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"21.10.2016 17:30";"31.0";"739.5";"754.6";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"21.10.2016 08:30";"25.2";"741.7";"757.1";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
