# Weather station Udgir, India, WMO_ID=43076,selection from 03.08.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43076&lang=en
#
"Local time in Udgir";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.11.2016 17:30";"28.0";"700.2";"752.8";"";"46";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"29.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"15.4";"";"";"";"";"";"";
"05.11.2016 08:30";"24.4";"700.4";"753.7";"";"50";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"04.11.2016 17:30";"27.2";"699.7";"752.4";"";"46";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"14.5";"";"";"";"";"";"";
"04.11.2016 08:30";"24.2";"701.5";"754.9";"";"66";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"03.11.2016 17:30";"27.4";"700.3";"753.0";"";"47";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"03.11.2016 08:30";"24.2";"702.9";"756.4";"";"53";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"02.11.2016 17:30";"27.6";"701.1";"753.9";"";"44";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"02.11.2016 08:30";"24.0";"703.0";"756.6";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"01.11.2016 17:30";"26.4";"701.5";"754.5";"";"58";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"01.11.2016 08:30";"24.2";"703.1";"756.7";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"31.10.2016 17:30";"28.2";"702.8";"755.6";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"31.10.2016 08:30";"25.2";"704.1";"757.5";"";"69";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"30.10.2016 17:30";"28.0";"701.0";"753.7";"";"65";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"30.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.9";"";"";"";"";"";"";
"30.10.2016 08:30";"25.2";"702.9";"756.3";"";"81";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"29.10.2016 17:30";"27.6";"700.3";"753.0";"";"68";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"30.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.2";"";"";"";"";"";"";
"29.10.2016 08:30";"24.0";"701.4";"754.9";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"28.10.2016 17:30";"28.0";"700.4";"753.0";"";"52";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"28.10.2016 08:30";"24.8";"701.9";"755.2";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"27.10.2016 17:30";"26.4";"700.7";"753.7";"";"48";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"27.10.2016 08:30";"25.6";"703.3";"756.6";"";"58";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"26.10.2016 17:30";"28.0";"700.2";"752.8";"";"51";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"16.9";"";"";"";"";"";"";
"26.10.2016 08:30";"24.2";"701.1";"754.5";"";"61";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"25.10.2016 17:30";"27.6";"699.4";"752.1";"";"56";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"29.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"17.9";"";"";"";"";"";"";
"25.10.2016 08:30";"23.8";"700.8";"754.3";"";"63";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"21.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"16.2";"";"";"";"";"";"";
"24.10.2016 17:30";"26.2";"699.8";"752.7";"";"56";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"16.6";"";"";"";"";"";"";
"24.10.2016 08:30";"25.0";"701.2";"754.5";"";"60";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"16.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"16.6";"";"";"";"";"";"";
"23.10.2016 17:30";"27.2";"700.2";"753.0";"";"56";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"17.7";"";"";"";"";"";"";
"23.10.2016 08:30";"26.0";"701.4";"754.5";"";"53";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"15.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"15.6";"";"";"";"";"";"";
"22.10.2016 17:30";"28.8";"700.5";"753.0";"";"50";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"22.10.2016 08:30";"25.8";"701.4";"754.5";"";"49";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"21.10.2016 17:30";"28.6";"699.4";"751.9";"";"50";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"17.3";"";"";"";"";"";"";
"20.10.2016 17:30";"28.2";"698.9";"751.4";"";"63";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.6";"";"";"";"";"";"";
"20.10.2016 08:30";"25.2";"699.7";"752.8";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"19.10.2016 17:30";"28.2";"699.4";"751.9";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"19.10.2016 08:30";"24.4";"700.6";"753.9";"";"60";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"18.10.2016 17:30";"27.4";"698.9";"751.6";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"18.10.2016 08:30";"25.2";"700.9";"754.1";"";"52";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"17.10.2016 17:30";"27.2";"700.0";"752.8";"";"55";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"17.4";"";"";"";"";"";"";
"17.10.2016 08:30";"23.2";"700.9";"754.5";"";"61";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"18.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"15.2";"";"";"";"";"";"";
"16.10.2016 17:30";"27.0";"700.8";"753.7";"";"60";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"29.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"18.6";"";"";"";"";"";"";
"16.10.2016 08:30";"24.6";"701.5";"754.9";"";"62";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"16.8";"";"";"";"";"";"";
"15.10.2016 17:30";"28.0";"700.4";"753.0";"";"62";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.0";"";"";"";"";"";"";
"15.10.2016 08:30";"26.0";"701.4";"754.5";"";"53";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"15.6";"";"";"";"";"";"";
"14.10.2016 17:30";"28.0";"700.3";"752.9";"";"62";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"30.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"20.0";"";"";"";"";"";"";
"14.10.2016 08:30";"23.8";"701.0";"754.5";"";"65";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.9";"";"";"";"";"";"";
"13.10.2016 17:30";"28.6";"699.7";"752.2";"";"61";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.4";"";"";"";"";"";"";
"13.10.2016 08:30";"26.8";"701.2";"754.1";"";"68";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"20.3";"";"";"";"";"";"";
"12.10.2016 17:30";"28.4";"699.0";"751.5";"";"65";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.1";"";"";"";"";"";"";
"12.10.2016 08:30";"25.2";"700.4";"753.6";"";"80";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.4";"";"";"";"";"";"";
"11.10.2016 17:30";"29.6";"698.9";"751.1";"";"60";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"30.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.9";"";"";"";"";"";"";
"11.10.2016 08:30";"25.0";"699.8";"753.0";"";"86";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"23.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.4";"";"";"";"";"";"";
"10.10.2016 17:30";"28.2";"698.4";"750.9";"";"69";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.9";"";"";"";"";"";"";
"10.10.2016 08:30";"25.0";"699.8";"753.0";"";"87";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.7";"";"";"";"";"";"";
"09.10.2016 17:30";"27.2";"698.0";"750.6";"";"73";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"29.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.0";"";"";"";"";"";"";
"09.10.2016 08:30";"23.4";"699.4";"752.8";"";"90";"Wind blowing from the north-west";"2";"";"";"100%.";"Clouds generally forming or developing. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"";"";"4.0";"21.6";"";"";"";"";"";"";
"08.10.2016 17:30";"22.2";"697.6";"751.1";"";"93";"Wind blowing from the west";"3";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.4";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"2000-2500";"";"";"10.0";"21.0";"";"";"";"";"";"";
"08.10.2016 08:30";"25.0";"699.7";"752.8";"";"84";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"24.0";"";"Stratocumulus cumulogenitus.";"50%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"07.10.2016 17:30";"27.8";"698.1";"750.6";"";"67";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"29.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.1";"";"";"";"";"";"";
"07.10.2016 08:30";"24.6";"699.6";"752.8";"";"75";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"19.8";"";"";"";"";"";"";
"06.10.2016 17:30";"25.0";"697.7";"750.7";"";"77";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"10.0";"20.6";"";"";"";"";"";"";
"06.10.2016 08:30";"24.8";"699.7";"752.9";"";"75";"Wind blowing from the south-west";"7";"";"";"60%.";" ";"";"";"21.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.0";"";"";"";"";"";"";
"05.10.2016 17:30";"27.0";"697.5";"750.1";"";"69";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"20.9";"";"";"";"";"";"";
"05.10.2016 08:30";"25.0";"699.2";"752.3";"";"73";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"19.9";"";"";"";"";"";"";
"04.10.2016 17:30";"26.4";"697.7";"750.4";"";"80";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"22.7";"";"";"";"";"";"";
"04.10.2016 08:30";"25.4";"699.3";"752.3";"";"78";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"22.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"21.3";"";"";"";"";"";"";
"03.10.2016 17:30";"26.6";"697.4";"750.1";"";"79";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"27.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"22.6";"";"";"";"";"";"";
"03.10.2016 08:30";"22.8";"698.9";"752.4";"";"88";"Wind blowing from the south-west";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"10.0";"20.7";"";"";"";"";"";"";
"02.10.2016 17:30";"24.0";"696.9";"750.0";"";"84";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"";"26.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.1";"";"";"";"";"";"";
"02.10.2016 08:30";"22.4";"698.6";"752.1";"";"93";"Wind blowing from the south-west";"3";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"4.0";"21.2";"";"";"";"";"";"";
"01.10.2016 17:30";"23.4";"695.4";"748.5";"";"96";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"24.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"22.8";"";"";"";"";"";"";
"01.10.2016 08:30";"23.0";"696.8";"750.1";"";"96";"Wind blowing from the north-west";"1";"";"";"100%.";"Rain, not freezing, continuous, heavy at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"20.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"";"";"4.0";"22.4";"";"";"";"";"";"";
"30.09.2016 17:30";"22.4";"695.0";"748.3";"";"82";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";" ";"";"";"";"28.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"19.1";"";"";"";"";"";"";
"30.09.2016 08:30";"24.4";"697.0";"750.1";"";"75";"Wind blowing from the north-west";"6";"";"";"40%.";" ";"";"";"23.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"19.6";"";"";"";"";"";"";
"29.09.2016 17:30";"28.8";"696.3";"748.5";"";"65";"Wind blowing from the north-west";"5";"";"";"50%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"21.6";"";"";"";"";"";"";
"29.09.2016 08:30";"25.2";"698.1";"751.1";"";"77";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"24.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.8";"";"";"";"";"";"";
"28.09.2016 17:30";"28.4";"696.8";"749.1";"";"70";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"22.4";"";"";"";"";"";"";
