# Weather station Wardha, India, WMO_ID=42939,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42939&lang=en
#
"Local time in Wardha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.03.2017 08:30";"22.6";"731.1";"755.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"08.03.2017 17:30";"34.2";"729.3";"752.7";"";"26";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.1";"";"";"";"";"";"";
"08.03.2017 08:30";"23.0";"732.3";"756.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"07.03.2017 17:30";"32.1";"730.1";"753.7";"";"67";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.2";"";"";"";"";"";"";
"07.03.2017 08:30";"22.0";"734.0";"758.5";"";"58";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"18.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.4";"";"";"";"";"";"";
"06.03.2017 17:30";"32.7";"730.7";"754.2";"";"55";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"06.03.2017 08:30";"21.8";"733.4";"757.9";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"05.03.2017 17:30";"35.0";"730.1";"753.4";"";"46";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"05.03.2017 08:30";"20.0";"732.2";"756.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"04.03.2017 08:30";"20.0";"738.3";"763.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"03.03.2017 17:30";"36.0";"729.8";"753.1";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"03.03.2017 08:30";"21.8";"732.3";"756.8";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"02.03.2017 17:30";"35.6";"731.4";"754.7";"";"49";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"37.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.3";"";"";"";"";"";"";
"02.03.2017 08:30";"21.0";"734.9";"759.5";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"01.03.2017 17:30";"35.2";"733.3";"756.7";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"01.03.2017 08:30";"19.5";"735.7";"760.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"28.02.2017 17:30";"35.5";"733.8";"757.2";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"28.02.2017 08:30";"22.0";"736.9";"761.5";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"27.02.2017 17:30";"35.5";"734.6";"758.1";"";"40";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.8";"";"";"";"";"";"";
"27.02.2017 08:30";"20.0";"735.6";"760.3";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"26.02.2017 17:30";"35.2";"732.3";"755.7";"";"41";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.9";"";"";"";"";"";"";
"26.02.2017 08:30";"18.0";"735.6";"760.5";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"25.02.2017 17:30";"33.3";"734.6";"758.2";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.9";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"25.02.2017 08:30";"20.0";"737.8";"762.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"24.02.2017 17:30";"33.1";"736.5";"760.2";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"24.02.2017 08:30";"20.4";"736.7";"761.5";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"23.02.2017 17:30";"34.4";"733.8";"757.3";"";"43";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"23.02.2017 08:30";"20.5";"735.2";"759.9";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"22.02.2017 17:30";"34.6";"732.6";"756.1";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"22.02.2017 08:30";"20.0";"735.0";"759.7";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"21.02.2017 17:30";"35.5";"730.5";"753.8";"";"43";"Wind blowing from the west-northwest";"5";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"21.02.2017 08:30";"19.4";"732.6";"757.3";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"20.02.2017 17:30";"36.0";"730.7";"754.0";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"20.02.2017 08:30";"18.6";"734.6";"759.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"19.02.2017 17:30";"35.0";"734.9";"758.4";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"19.02.2017 08:30";"19.0";"737.5";"762.4";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"18.02.2017 17:30";"34.2";"736.9";"760.5";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"18.02.2017 08:30";"22.0";"738.3";"763.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"17.02.2017 17:30";"33.9";"736.4";"760.0";"";"40";"Wind blowing from the east-southeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.5";"";"";"";"";"";"";
"17.02.2017 08:30";"21.4";"738.1";"762.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"16.02.2017 17:30";"32.5";"736.6";"760.4";"";"42";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.8";"";"";"";"";"";"";
"16.02.2017 08:30";"19.5";"737.8";"762.7";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"15.02.2017 17:30";"32.3";"739.0";"762.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"15.02.2017 08:30";"21.0";"740.2";"765.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"14.02.2017 17:30";"31.6";"739.5";"763.4";"";"52";"Wind blowing from the east-southeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"32.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"14.02.2017 08:30";"20.0";"740.2";"765.1";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"13.02.2017 17:30";"31.1";"737.7";"761.6";"";"53";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.5";"";"";"";"";"";"";
"13.02.2017 08:30";"18.5";"739.2";"764.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"12.02.2017 17:30";"30.0";"736.6";"760.6";"";"51";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"30.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"12.02.2017 08:30";"19.0";"737.8";"762.7";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"18.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.0";"";"";"";"";"";"";
"11.02.2017 17:30";"31.0";"733.8";"757.6";"";"51";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.8";"";"";"";"";"";"";
"11.02.2017 08:30";"27.5";"735.4";"759.5";"";"43";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"18.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.8";"";"";"";"";"";"";
"10.02.2017 17:30";"30.5";"734.2";"758.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"10.02.2017 08:30";"19.6";"735.3";"760.1";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"09.02.2017 17:30";"32.6";"733.7";"757.4";"";"41";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"34.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.7";"";"";"";"";"";"";
"09.02.2017 08:30";"16.8";"735.4";"760.4";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"08.02.2017 17:30";"32.5";"734.4";"758.1";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"08.02.2017 08:30";"17.0";"736.7";"761.8";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"07.02.2017 17:30";"31.7";"734.8";"758.6";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"07.02.2017 08:30";"17.5";"736.2";"761.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"06.02.2017 17:30";"32.1";"734.2";"757.9";"";"40";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.9";"";"";"";"";"";"";
"06.02.2017 08:30";"17.0";"735.3";"760.3";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"05.02.2017 17:30";"31.8";"734.5";"758.2";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"05.02.2017 08:30";"16.2";"735.5";"760.6";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"04.02.2017 17:30";"32.0";"734.5";"758.2";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"04.02.2017 08:30";"19.0";"736.7";"761.6";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"03.02.2017 17:30";"31.5";"736.5";"760.3";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.9";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"03.02.2017 08:30";"17.5";"738.2";"763.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"02.02.2017 17:30";"31.4";"736.4";"760.2";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"02.02.2017 08:30";"18.5";"737.9";"762.9";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"01.02.2017 17:30";"31.2";"735.2";"759.0";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"01.02.2017 08:30";"17.6";"736.0";"761.0";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"31.01.2017 17:30";"32.9";"734.6";"758.3";"";"32";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"31.01.2017 08:30";"15.4";"735.9";"761.1";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"30.01.2017 17:30";"31.4";"734.7";"758.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"30.01.2017 08:30";"13.6";"737.1";"762.5";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"29.01.2017 17:30";"30.5";"736.8";"760.7";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"29.01.2017 08:30";"15.2";"738.0";"763.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"28.01.2017 17:30";"28.9";"736.3";"760.3";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"28.01.2017 08:30";"16.0";"738.2";"763.4";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"27.01.2017 17:30";"30.0";"736.1";"760.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"27.01.2017 08:30";"18.0";"736.6";"761.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"26.01.2017 17:30";"28.1";"736.2";"760.3";"";"47";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.7";"";"";"";"";"";"";
"26.01.2017 08:30";"16.8";"738.5";"763.6";"";"70";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"13.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.3";"";"";"";"";"";"";
"25.01.2017 17:30";"29.5";"738.1";"762.1";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"25.01.2017 08:30";"16.2";"739.1";"764.3";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"24.01.2017 17:30";"30.0";"737.1";"761.1";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"24.01.2017 08:30";"16.8";"738.8";"763.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"23.01.2017 17:30";"30.5";"737.3";"761.2";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"23.01.2017 08:30";"18.0";"739.7";"764.8";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"22.01.2017 17:30";"31.0";"738.2";"762.1";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"22.01.2017 08:30";"17.5";"740.2";"765.3";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"21.01.2017 17:30";"30.0";"737.4";"761.4";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"21.01.2017 08:30";"16.2";"739.2";"764.4";"";"81";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"15.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.0";"";"";"";"";"";"";
"20.01.2017 17:30";"28.4";"738.2";"762.3";"";"31";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"";"30.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"9.9";"";"";"";"";"";"";
"20.01.2017 08:30";"15.6";"739.0";"764.3";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"19.01.2017 17:30";"28.5";"736.9";"761.0";"";"33";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"19.01.2017 08:30";"15.0";"738.8";"764.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"18.01.2017 17:30";"28.8";"737.1";"761.2";"";"38";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"18.01.2017 08:30";"16.0";"738.0";"763.2";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.2";"";"";"";"";"";"";
"17.01.2017 17:30";"28.8";"735.9";"759.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"17.01.2017 08:30";"14.5";"736.7";"762.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"16.01.2017 17:30";"29.0";"737.1";"761.1";"";"37";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.7";"";"";"";"";"";"";
"16.01.2017 08:30";"12.6";"737.5";"763.0";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"15.01.2017 17:30";"26.5";"737.2";"761.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"15.01.2017 08:30";"13.0";"738.1";"763.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"14.01.2017 17:30";"25.5";"736.6";"760.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"14.01.2017 08:30";"11.4";"736.7";"762.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"2.1";"";"";"";"";"";"";
"13.01.2017 17:30";"24.5";"735.0";"759.4";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"13.01.2017 08:30";"11.6";"737.4";"763.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"2.4";"";"";"";"";"";"";
"12.01.2017 17:30";"24.0";"734.7";"759.1";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"3.0";"";"";"";"";"";"";
"12.01.2017 08:30";"10.8";"735.0";"760.5";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"11.01.2017 17:30";"25.1";"734.9";"759.2";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
