# Weather station Gulbarga, India, WMO_ID=43121,selection from 11.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43121&lang=en
#
"Local time in Gulbarga";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.03.2016 14:30";"39.0";"718.9";"755.5";"-2.4";"26";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"16.5";"";"";"";"";"";"";
"29.03.2016 11:30";"37.8";"721.3";"758.0";"-0.3";"34";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"29.03.2016 08:30";"29.8";"721.6";"759.4";"";"43";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"28.03.2016 17:30";"37.8";"718.0";"754.6";"-1.0";"27";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"39.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"16.0";"";"";"";"";"";"";
"28.03.2016 14:30";"28.4";"719.0";"755.5";"-2.6";"55";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"18.5";"";"";"";"";"";"";
"28.03.2016 11:30";"35.0";"721.6";"758.7";"0.1";"42";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"20.3";"";"";"";"";"";"";
"28.03.2016 08:30";"29.2";"721.5";"759.3";"";"58";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"26.1";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"27.03.2016 17:30";"38.4";"717.5";"754.0";"-1.2";"18";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"41.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.8";"";"";"";"";"";"";
"27.03.2016 14:30";"40.8";"718.7";"754.9";"-2.2";"22";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"27.03.2016 11:30";"37.8";"720.9";"757.6";"0.1";"24";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"27.03.2016 08:30";"30.2";"720.8";"758.4";"";"47";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"26.03.2016 17:30";"40.0";"718.0";"754.3";"-0.9";"13";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"6.4";"";"";"";"";"";"";
"26.03.2016 14:30";"40.8";"718.9";"755.1";"-2.6";"18";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"26.03.2016 11:30";"38.0";"721.5";"758.2";"-0.2";"31";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"26.03.2016 08:30";"31.0";"721.7";"759.4";"";"55";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"25.03.2016 17:30";"40.2";"718.6";"754.8";"-0.8";"18";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"41.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.0";"";"";"";"";"";"";
"25.03.2016 14:30";"40.4";"719.4";"755.7";"-2.4";"21";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"14.2";"";"";"";"";"";"";
"25.03.2016 11:30";"38.0";"721.8";"758.5";"-0.2";"30";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"17.5";"";"";"";"";"";"";
"25.03.2016 08:30";"31.6";"722.0";"758.8";"";"50";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"27.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"4.0";"19.9";"";"";"";"";"";"";
"24.03.2016 17:30";"39.8";"718.0";"754.4";"-0.7";"18";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"40.9";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"300-600";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.3";"";"";"";"";"";"";
"24.03.2016 14:30";"40.2";"718.7";"754.9";"-2.2";"19";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.5";"";"";"";"";"";"";
"24.03.2016 11:30";"38.6";"720.9";"757.6";"0.0";"24";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"24.03.2016 08:30";"31.4";"720.9";"758.4";"";"50";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"23.03.2016 17:30";"41.0";"716.4";"752.5";"-0.9";"8";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"0.4";"";"";"";"";"";"";
"23.03.2016 14:30";"41.6";"717.3";"753.4";"-2.1";"9";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.0";"";"";"";"";"";"";
"23.03.2016 11:30";"38.0";"719.4";"756.1";"0.0";"15";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.2";"";"";"";"";"";"";
"23.03.2016 08:30";"30.2";"719.4";"757.0";"";"38";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"22.03.2016 17:30";"40.2";"715.8";"753.4";"-1.4";"7";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"-1.9";"";"";"";"";"";"";
"22.03.2016 14:30";"41.2";"717.2";"753.3";"-2.2";"8";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"0.1";"";"";"";"";"";"";
"22.03.2016 11:30";"37.2";"719.4";"756.1";"-0.5";"14";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.6";"";"";"";"";"";"";
"22.03.2016 08:30";"29.0";"719.9";"757.7";"";"37";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"21.03.2016 17:30";"39.0";"717.1";"753.5";"-1.5";"11";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"41.3";"";"";"";"";"";"10.0";"3.3";"";"";"";"";"";"";
"21.03.2016 14:30";"40.2";"718.6";"754.8";"-2.7";"12";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.5";"";"";"";"";"";"";
"21.03.2016 11:30";"37.8";"721.3";"758.2";"-0.4";"17";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"21.03.2016 08:30";"30.4";"721.7";"759.4";"";"36";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"20.03.2016 17:30";"39.6";"717.6";"753.9";"-1.0";"13";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"41.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.1";"";"";"";"";"";"";
"20.03.2016 14:30";"40.2";"718.6";"754.9";"-3.1";"17";"Wind blowing from the south";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.4";"";"";"";"";"";"";
"20.03.2016 11:30";"37.2";"721.7";"758.5";"-0.1";"24";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"20.03.2016 08:30";"31.2";"721.8";"759.3";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"19.03.2016 17:30";"40.0";"717.7";"753.3";"";"14";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"19.03.2016 11:30";"38.0";"720.7";"757.3";"0.0";"23";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"19.03.2016 08:30";"31.2";"720.7";"758.2";"";"39";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"18.03.2016 17:30";"40.0";"716.5";"752.8";"-0.9";"16";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"41.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.4";"";"";"";"";"";"";
"18.03.2016 14:30";"40.8";"717.4";"753.5";"-3.0";"17";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"18.03.2016 11:30";"37.6";"720.4";"757.0";"-0.2";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"18.03.2016 08:30";"30.0";"720.6";"758.3";"";"38";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"17.03.2016 17:30";"38.2";"717.7";"754.2";"-0.9";"17";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.9";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"17.03.2016 14:30";"38.2";"718.6";"755.2";"-2.7";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"17.03.2016 11:30";"32.8";"721.3";"758.4";"0.5";"33";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"17.03.2016 08:30";"27.8";"720.8";"758.8";"";"37";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"16.03.2016 17:30";"37.2";"717.4";"754.0";"-0.7";"17";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"38.9";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"16.03.2016 14:30";"38.0";"718.1";"754.7";"-2.4";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"16.03.2016 11:30";"34.8";"720.5";"757.6";"0.0";"29";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"16.03.2016 08:30";"26.8";"720.5";"758.6";"";"43";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"15.03.2016 17:30";"38.0";"717.1";"753.6";"-1.1";"16";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"8.4";"";"";"";"";"";"";
"15.03.2016 14:30";"38.6";"718.2";"754.7";"-2.6";"20";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"15.03.2016 11:30";"34.6";"720.8";"757.9";"-0.3";"39";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"15.03.2016 08:30";"27.6";"721.1";"759.1";"";"38";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"14.03.2016 17:30";"36.4";"718.1";"754.9";"-0.8";"16";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"38.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"6.5";"";"";"";"";"";"";
"14.03.2016 14:30";"37.0";"718.9";"755.6";"-2.6";"17";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"8.3";"";"";"";"";"";"";
"14.03.2016 11:30";"34.0";"721.5";"758.8";"0.1";"22";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"14.03.2016 08:30";"26.6";"721.4";"759.6";"";"41";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"13.03.2016 17:30";"37.0";"717.7";"754.3";"-0.7";"19";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"9.9";"";"";"";"";"";"";
"13.03.2016 14:30";"38.2";"718.4";"754.9";"-2.3";"19";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"11.0";"";"";"";"";"";"";
"13.03.2016 11:30";"35.8";"720.7";"757.7";"-0.1";"27";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"13.03.2016 08:30";"27.8";"720.8";"758.8";"";"43";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.0";"";"";"";"";"";"";
"12.03.2016 17:30";"38.4";"716.9";"753.4";"-0.8";"16";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"";"40.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.1";"";"";"";"";"";"";
"12.03.2016 14:30";"39.4";"717.7";"754.0";"-2.4";"16";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.8";"";"";"";"";"";"";
"12.03.2016 11:30";"37.2";"720.1";"756.8";"";"17";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.6";"";"";"";"";"";"";
"12.03.2016 08:30";"30.0";"";"758.4";"";"40";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"11.03.2016 17:30";"38.8";"718.3";"754.8";"-1.2";"13";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"40.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"5.7";"";"";"";"";"";"";
"11.03.2016 14:30";"39.2";"719.5";"756.0";"-2.4";"13";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"5.9";"";"";"";"";"";"";
"11.03.2016 11:30";"36.6";"721.9";"758.9";"-0.1";"18";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"11.03.2016 08:30";"28.2";"722.0";"759.9";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"10.03.2016 17:30";"38.6";"718.4";"754.9";"-0.8";"15";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"7.4";"";"";"";"";"";"";
"10.03.2016 14:30";"39.0";"719.2";"755.8";"-2.2";"20";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"11.9";"";"";"";"";"";"";
"10.03.2016 11:30";"35.0";"721.4";"758.5";"0.1";"32";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"16.1";"";"";"";"";"";"";
"10.03.2016 08:30";"29.2";"721.3";"759.1";"";"45";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"23.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"09.03.2016 17:30";"36.8";"717.8";"754.6";"-0.8";"18";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"38.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"8.5";"";"";"";"";"";"";
"09.03.2016 14:30";"37.6";"718.6";"755.2";"-2.4";"17";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.8";"";"";"";"";"";"";
"09.03.2016 11:30";"34.0";"721.0";"758.1";"0.4";"35";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.3";"";"";"";"";"";"";
"09.03.2016 08:30";"27.2";"720.6";"758.5";"";"51";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"24.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"4.0";"16.3";"";"";"";"";"";"";
"08.03.2016 17:30";"36.2";"717.1";"753.8";"-1.2";"21";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"38.1";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.3";"";"";"";"";"";"";
"08.03.2016 14:30";"37.0";"718.3";"755.0";"-2.7";"21";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.5";"";"";"";"";"";"";
"08.03.2016 11:30";"33.0";"721.0";"758.5";"-0.2";"44";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"08.03.2016 08:30";"27.2";"721.2";"759.2";"";"53";"Wind blowing from the south";"1";"";"";"10%  or less, but not 0";" ";"";"";"22.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"07.03.2016 17:30";"36.2";"717.4";"754.1";"-0.8";"19";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"37.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.0";"";"";"";"";"";"";
"07.03.2016 14:30";"36.8";"718.2";"754.9";"-3.0";"20";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.6";"";"";"";"";"";"";
"07.03.2016 11:30";"34.0";"721.2";"758.6";"0.2";"36";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"07.03.2016 08:30";"27.6";"721.0";"759.0";"";"51";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"06.03.2016 17:30";"36.0";"717.8";"754.7";"-0.8";"17";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"7.5";"";"";"";"";"";"";
"06.03.2016 14:30";"37.0";"718.6";"755.3";"-2.8";"18";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.8";"";"";"";"";"";"";
"06.03.2016 11:30";"33.0";"721.4";"758.8";"-0.3";"35";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"06.03.2016 08:30";"26.2";"721.7";"759.9";"";"49";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"05.03.2016 17:30";"35.2";"718.0";"754.9";"-0.9";"21";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"36.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.0";"";"";"";"";"";"";
"05.03.2016 14:30";"35.6";"718.9";"755.8";"-3.2";"25";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"12.6";"";"";"";"";"";"";
