# Weather station Alapuzha, India, WMO_ID=43352,selection from 10.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43352&lang=en
#
"Local time in Alapuzha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.01.2016 17:30";"32.0";"757.6";"757.9";"";"58";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"35.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.7";"";"";"";"";"";"";
"03.01.2016 11:30";"32.6";"760.6";"760.9";"-0.9";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.9";"";"";"";"";"";"";
"03.01.2016 08:30";"25.4";"761.5";"761.8";"";"67";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.8";"";"";"";"";"";"";
"02.01.2016 17:30";"31.8";"758.7";"759.0";"";"58";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"35.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.5";"";"";"";"";"";"";
"02.01.2016 11:30";"31.8";"761.8";"762.1";"-0.5";"53";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.1";"";"";"";"";"";"";
"02.01.2016 08:30";"26.4";"762.3";"762.6";"";"66";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.6";"";"";"";"";"";"";
"01.01.2016 17:30";"32.2";"758.4";"758.7";"";"57";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.5";"";"";"";"";"";"";
"01.01.2016 11:30";"31.6";"760.8";"761.1";"-0.1";"43";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.6";"";"";"";"";"";"";
"01.01.2016 08:30";"25.0";"760.9";"761.2";"";"67";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.4";"";"";"";"";"";"";
"31.12.2015 17:30";"31.8";"757.6";"757.9";"";"55";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"35.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"31.12.2015 11:30";"31.2";"759.6";"759.9";"-0.1";"49";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.3";"";"";"";"";"";"";
"31.12.2015 08:30";"24.6";"759.7";"760.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"50.0";"21.0";"";"";"";"";"";"";
"30.12.2015 17:30";"31.0";"757.0";"757.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"30.12.2015 11:30";"31.6";"759.4";"759.7";"-0.4";"67";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.8";"";"";"";"";"";"";
"30.12.2015 08:30";"28.0";"759.8";"760.1";"";"83";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"29.12.2015 17:30";"31.2";"757.9";"758.2";"";"64";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.4";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.7";"";"";"";"";"";"";
"29.12.2015 11:30";"31.4";"760.3";"760.6";"0.0";"63";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"29.12.2015 08:30";"27.6";"760.3";"760.6";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"28.12.2015 17:30";"30.0";"759.1";"759.4";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.8";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"28.12.2015 11:30";"28.2";"762.1";"762.4";"0.4";"69";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"22.0";"";"";"";"";"";"";
"28.12.2015 08:30";"27.2";"761.7";"762.0";"";"86";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.6";"";"";"";"";"";"";
"27.12.2015 17:30";"31.4";"757.6";"757.9";"";"64";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"35.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.9";"";"";"";"";"";"";
"27.12.2015 11:30";"31.8";"759.8";"760.1";"-0.4";"67";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"27.12.2015 08:30";"26.4";"760.2";"760.5";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"26.12.2015 17:30";"31.0";"757.4";"757.7";"";"64";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.5";"";"";"";"";"";"";
"26.12.2015 11:30";"32.2";"759.4";"759.7";"-0.6";"58";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.9";"";"";"";"";"";"";
"26.12.2015 08:30";"28.4";"760.0";"760.3";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.9";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"25.12.2015 17:30";"30.8";"757.1";"757.4";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"25.12.2015 11:30";"31.0";"760.4";"760.7";"-0.2";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"25.12.2015 08:30";"25.0";"760.6";"760.9";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"24.12.2015 17:30";"30.4";"757.7";"758.0";"";"67";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"34.9";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"24.12.2015 11:30";"31.2";"760.7";"761.0";"-0.5";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"24.12.2015 08:30";"26.6";"761.2";"761.5";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"23.12.2015 17:30";"30.8";"757.8";"758.1";"";"62";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.6";"";"";"";"";"";"";
"23.12.2015 11:30";"30.8";"761.2";"761.5";"-0.6";"62";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.6";"";"";"";"";"";"";
"23.12.2015 08:30";"25.4";"761.8";"762.1";"";"81";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"22.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"22.12.2015 17:30";"30.8";"757.9";"758.2";"";"63";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.9";"";"";"";"";"";"";
"22.12.2015 11:30";"32.6";"760.5";"760.8";"-0.7";"54";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.1";"";"";"";"";"";"";
"22.12.2015 08:30";"26.8";"761.2";"761.5";"";"75";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"23.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.0";"";"";"";"";"";"";
"21.12.2015 17:30";"31.4";"758.4";"758.7";"";"70";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"35.3";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.2";"";"";"";"";"";"";
"21.12.2015 11:30";"32.4";"760.4";"760.7";"-0.2";"57";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.8";"";"";"";"";"";"";
"21.12.2015 08:30";"27.0";"760.6";"760.9";"";"87";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"24.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.7";"";"";"";"";"";"";
"20.12.2015 17:30";"31.2";"757.3";"757.6";"";"77";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"34.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.8";"";"";"";"";"";"";
"20.12.2015 11:30";"30.8";"760.1";"760.4";"-0.2";"74";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.6";"";"";"";"";"";"";
"20.12.2015 08:30";"26.6";"760.3";"760.6";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.5";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.7";"";"";"";"";"";"";
"19.12.2015 17:30";"28.8";"757.9";"758.2";"";"88";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"34.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"26.6";"";"";"";"";"";"";
"19.12.2015 11:30";"30.8";"760.5";"760.8";"-0.1";"78";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.6";"";"";"";"";"";"";
"19.12.2015 08:30";"26.6";"760.6";"760.9";"";"94";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"18.12.2015 17:30";"28.2";"757.5";"757.8";"";"91";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"32.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.5";"";"";"";"";"";"";
"18.12.2015 11:30";"31.0";"759.6";"759.9";"-0.1";"73";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.7";"";"";"";"";"";"";
"18.12.2015 08:30";"27.0";"759.7";"760.0";"";"84";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.1";"";"";"";"";"";"";
"17.12.2015 17:30";"30.6";"756.3";"756.6";"";"73";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"34.5";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.2";"";"";"";"";"";"";
"17.12.2015 11:30";"31.6";"758.8";"759.1";"-0.1";"61";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.2";"";"";"";"";"";"";
"17.12.2015 08:30";"26.4";"758.9";"759.2";"";"81";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"23.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.9";"";"";"";"";"";"";
"16.12.2015 17:30";"30.4";"756.7";"757.0";"";"77";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"31.7";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"25.9";"";"";"";"";"";"";
"16.12.2015 08:30";"26.8";"759.7";"760.0";"";"90";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.7";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.1";"";"";"";"";"";"";
"15.12.2015 17:30";"30.8";"756.9";"757.2";"";"80";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"34.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.9";"";"";"";"";"";"";
"15.12.2015 11:30";"30.4";"";"759.0";"";"76";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.6";"";"";"";"";"";"";
"15.12.2015 08:30";"27.8";"";"759.2";"";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.8";"";"";"";"";"";"";
"14.12.2015 17:30";"30.8";"";"756.8";"";"73";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"34.3";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.4";"";"";"";"";"";"";
"14.12.2015 11:30";"30.8";"";"759.7";"";"77";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.3";"";"";"";"";"";"";
"14.12.2015 08:30";"26.2";"";"759.3";"";"94";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.1";"";"";"";"";"";"";
"13.12.2015 17:30";"30.6";"";"757.1";"";"72";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"32.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.9";"";"";"";"";"";"";
"13.12.2015 11:30";"30.6";"";"758.8";"";"81";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.0";"";"";"";"";"";"";
"13.12.2015 08:30";"26.8";"";"758.5";"";"94";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.7";"";"";"";"";"";"";
"12.12.2015 17:30";"29.2";"";"755.9";"";"86";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"35.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.7";"";"";"";"";"";"";
"12.12.2015 11:30";"32.4";"";"758.0";"";"69";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"26.0";"";"";"";"";"";"";
