# Weather station Baripada, India, WMO_ID=42894,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42894&lang=en
#
"Local time in Baripada";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.01.2017 17:30";"25.4";"754.8";"759.5";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"09.01.2017 08:30";"17.0";"758.1";"762.9";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"08.01.2017 11:30";"15.0";"758.2";"763.1";"0.0";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"08.01.2017 08:30";"15.0";"758.2";"763.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"07.01.2017 17:30";"24.0";"755.0";"759.7";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"07.01.2017 08:30";"17.0";"758.9";"763.7";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"06.01.2017 17:30";"24.6";"756.3";"761.0";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"06.01.2017 08:30";"15.0";"759.9";"764.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"05.01.2017 17:30";"23.0";"756.3";"761.0";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"05.01.2017 08:30";"18.0";"760.0";"764.8";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"04.01.2017 17:30";"24.0";"757.1";"761.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"04.01.2017 08:30";"18.0";"760.2";"765.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"03.01.2017 17:30";"24.0";"757.1";"761.8";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"01.01.2017 08:30";"19.0";"761.4";"766.2";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"16.0";"";"";"";"";"";"";"1.0";"18.0";"";"";"";"";"";"";
"31.12.2016 17:30";"25.0";"756.9";"761.6";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"31.12.2016 08:30";"17.0";"760.8";"765.7";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"30.12.2016 17:30";"24.0";"758.0";"762.7";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.2";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"30.12.2016 08:30";"16.0";"761.1";"766.0";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"29.12.2016 08:30";"15.6";"761.1";"766.0";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"28.12.2016 17:30";"21.8";"757.9";"762.7";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.4";"";"";"";"";"";"2.0";"17.3";"";"";"";"";"";"";
"28.12.2016 08:30";"16.8";"761.0";"765.9";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"27.12.2016 08:30";"19.6";"761.3";"766.1";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"26.12.2016 17:30";"25.0";"756.0";"760.7";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"26.12.2016 08:30";"19.4";"758.7";"763.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"25.12.2016 08:30";"19.4";"759.1";"763.9";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"24.12.2016 17:30";"23.6";"755.3";"760.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"2.0";"19.6";"";"";"";"";"";"";
"24.12.2016 08:30";"15.6";"758.0";"762.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"23.12.2016 17:30";"22.2";"755.1";"759.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.4";"";"";"";"";"";"2.0";"18.8";"";"";"";"";"";"";
"23.12.2016 08:30";"18.0";"758.2";"763.0";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"22.12.2016 17:30";"22.6";"756.2";"760.9";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.4";"";"";"";"";"";"2.0";"13.7";"";"";"";"";"";"";
"22.12.2016 08:30";"15.6";"759.5";"764.4";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"21.12.2016 17:30";"23.0";"756.5";"761.2";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"2.0";"14.6";"";"";"";"";"";"";
"21.12.2016 08:30";"17.4";"760.5";"765.3";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"20.12.2016 17:30";"23.6";"756.8";"761.5";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"2.0";"17.1";"";"";"";"";"";"";
"20.12.2016 08:30";"17.0";"759.7";"764.5";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"18.12.2016 17:30";"23.2";"758.0";"762.7";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"2.0";"15.2";"";"";"";"";"";"";
"18.12.2016 08:30";"15.0";"761.1";"766.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"17.12.2016 17:30";"23.0";"756.9";"761.6";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"2.0";"15.0";"";"";"";"";"";"";
"17.12.2016 08:30";"16.6";"760.8";"765.7";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"16.12.2016 17:30";"32.6";"758.1";"762.7";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"2.0";"11.6";"";"";"";"";"";"";
"16.12.2016 08:30";"16.4";"761.2";"766.1";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"15.12.2016 17:30";"23.4";"757.7";"762.4";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"15.12.2016 08:30";"19.6";"760.6";"765.4";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"14.12.2016 17:30";"24.2";"756.8";"761.5";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"2.0";"14.9";"";"";"";"";"";"";
"14.12.2016 08:30";"18.6";"760.3";"765.1";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"13.12.2016 17:30";"25.0";"755.9";"760.6";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"2.0";"15.8";"";"";"";"";"";"";
"13.12.2016 08:30";"20.0";"";"763.9";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"11.12.2016 17:30";"25.0";"";"759.2";"";"51";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"26.5";"";"";"600-1000";"";"";"2.0";"14.2";"";"";"";"";"";"";
"11.12.2016 08:30";"20.0";"";"763.6";"";"64";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"10.12.2016 08:30";"18.6";"";"763.0";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"09.12.2016 17:30";"23.6";"";"759.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"2.0";"15.3";"";"";"";"";"";"";
"09.12.2016 08:30";"19.0";"";"763.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"08.12.2016 17:30";"24.0";"";"760.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"2.0";"18.0";"";"";"";"";"";"";
"08.12.2016 08:30";"20.2";"";"764.3";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"07.12.2016 17:30";"23.4";"";"761.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"2.0";"16.6";"";"";"";"";"";"";
"07.12.2016 08:30";"26.2";"";"765.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"06.12.2016 17:30";"24.0";"";"762.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"04.12.2016 08:30";"21.0";"747.2";"751.9";"";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"16.8";"";"";"";"600-1000";"";"";"4.0";"17.4";"";"";"";"";"";"";
"03.12.2016 17:30";"26.0";"759.2";"763.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"2.0";"20.2";"";"";"";"";"";"";
"03.12.2016 08:30";"21.4";"761.8";"766.6";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"02.12.2016 08:30";"20.0";"760.6";"765.4";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"17.0";"";"";"";"600-1000";"";"";"4.0";"18.4";"";"";"";"";"";"";
"30.11.2016 08:30";"21.4";"760.9";"765.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"29.11.2016 17:30";"25.4";"756.5";"761.2";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"2.0";"20.5";"";"";"";"";"";"";
"29.11.2016 08:30";"19.0";"759.1";"763.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"28.11.2016 17:30";"25.0";"755.0";"759.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"2.0";"19.4";"";"";"";"";"";"";
"28.11.2016 08:30";"19.6";"758.4";"763.2";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"27.11.2016 17:30";"24.4";"754.2";"758.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"2.0";"18.1";"";"";"";"";"";"";
"27.11.2016 08:30";"20.6";"757.6";"762.4";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"26.11.2016 17:30";"24.4";"754.5";"759.2";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"2.0";"18.1";"";"";"";"";"";"";
"26.11.2016 08:30";"18.6";"757.6";"762.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"25.11.2016 17:30";"25.6";"754.1";"758.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"2.0";"17.7";"";"";"";"";"";"";
"25.11.2016 08:30";"19.0";"758.5";"763.3";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"24.11.2016 17:30";"25.0";"755.3";"760.0";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"2.0";"17.3";"";"";"";"";"";"";
"24.11.2016 08:30";"20.0";"759.1";"763.9";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"23.11.2016 08:30";"19.0";"758.7";"763.5";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"22.11.2016 17:30";"25.0";"754.8";"759.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"2.0";"18.0";"";"";"";"";"";"";
"20.11.2016 08:30";"19.6";"";"763.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"19.11.2016 17:30";"25.4";"";"759.6";"";"66";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"27.5";"";"";"600-1000";"";"";"2.0";"18.5";"";"";"";"";"";"";
"19.11.2016 08:30";"20.0";"";"762.7";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"18.11.2016 17:30";"23.2";"";"760.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"2.0";"17.1";"";"";"";"";"";"";
"18.11.2016 08:30";"20.6";"";"764.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"17.11.2016 17:30";"24.0";"";"761.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"2.0";"15.8";"";"";"";"";"";"";
"17.11.2016 08:30";"20.4";"";"765.6";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"16.11.2016 17:30";"24.2";"";"762.4";"";"66";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"27.6";"";"";"600-1000";"";"";"2.0";"17.5";"";"";"";"";"";"";
"15.11.2016 17:30";"26.0";"";"761.5";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"2.0";"19.9";"";"";"";"";"";"";
"15.11.2016 08:30";"21.6";"";"764.7";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"13.11.2016 08:30";"21.6";"";"765.4";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"11.11.2016 08:30";"29.0";"";"759.4";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"09.11.2016 17:30";"29.2";"";"760.7";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"2.0";"19.3";"";"";"";"";"";"";
"09.11.2016 08:30";"21.0";"";"763.9";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"08.11.2016 17:30";"24.6";"";"760.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"2.0";"16.5";"";"";"";"";"";"";
"07.11.2016 17:30";"26.0";"";"758.8";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"2.0";"19.9";"";"";"";"";"";"";
"07.11.2016 08:30";"21.4";"";"761.7";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"06.11.2016 17:30";"26.2";"";"757.3";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"2.0";"19.1";"";"";"";"";"";"";
"06.11.2016 08:30";"24.0";"";"759.6";"";"87";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"02.11.2016 08:30";"26.6";"";"763.8";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"01.11.2016 17:30";"29.6";"";"760.3";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"01.11.2016 08:30";"26.2";"";"763.7";"";"76";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"31.10.2016 17:30";"29.4";"";"761.4";"";"82";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.4";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"27.10.2016 08:30";"23.6";"";"763.0";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.4";"";"";"";"600-1000";"";"";"4.0";"23.6";"";"";"";"";"";"";
"26.10.2016 17:30";"29.0";"";"758.1";"";"71";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.4";"";"";"600-1000";"";"";"4.0";"23.2";"";"";"";"";"";"";
"26.10.2016 08:30";"26.0";"";"760.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"25.10.2016 17:30";"28.4";"";"756.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"25.10.2016 08:30";"24.6";"";"758.8";"";"71";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.0";"";"";"";"";"";"";
"24.10.2016 08:30";"25.0";"";"759.2";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"23.10.2016 17:30";"28.2";"";"756.4";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"2.0";"22.0";"";"";"";"";"";"";
"23.10.2016 08:30";"25.0";"";"760.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"14.10.2016 08:30";"24.4";"";"760.3";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"13.10.2016 17:30";"30.0";"";"756.9";"";"70";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.5";"";"";"600-1000";"";"";"4.0";"24.0";"";"";"";"";"";"";
"13.10.2016 08:30";"25.0";"";"759.8";"";"79";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.1";"";"";"";"";"";"";
"07.10.2016 08:30";"27.0";"";"758.2";"";"99";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"06.10.2016 17:30";"29.6";"";"754.3";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.2";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"06.10.2016 08:30";"27.0";"";"757.0";"";"97";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"05.10.2016 17:30";"30.0";"";"753.9";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"05.10.2016 08:30";"29.0";"";"756.5";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"04.10.2016 17:30";"31.4";"";"754.3";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.1";"";"";"";"";"";"";
"04.10.2016 08:30";"28.2";"753.2";"757.8";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"30.09.2016 08:30";"28.0";"752.0";"756.6";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"29.09.2016 17:30";"27.4";"749.9";"754.5";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"29.09.2016 08:30";"28.0";"752.4";"757.0";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"27.09.2016 08:30";"28.6";"";"758.1";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"26.09.2016 17:30";"29.4";"";"755.4";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.8";"";"";"600-1000";"";"";"4.0";"25.1";"";"";"";"";"";"";
"26.09.2016 08:30";"28.0";"";"757.6";"";"";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.8";"";"";"";"600-1000";"";"";"4.0";"";"";"";"";"";"";"";
"25.09.2016 08:30";"29.0";"";"756.6";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"24.09.2016 17:30";"29.0";"";"752.7";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.4";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"24.09.2016 08:30";"27.2";"";"756.1";"";"97";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"23.09.2016 17:30";"27.4";"";"754.2";"";"97";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.2";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"22.09.2016 17:30";"26.6";"";"756.1";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.8";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"22.09.2016 08:30";"27.6";"";"758.7";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"27.6";"";"";"";"";"";"";
"21.09.2016 17:30";"28.0";"";"756.6";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.6";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"21.09.2016 08:30";"30.0";"";"758.4";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.6";"";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"20.09.2016 17:30";"32.2";"";"753.2";"";"71";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"20.09.2016 08:30";"30.2";"751.9";"756.5";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"19.09.2016 17:30";"30.0";"748.9";"753.5";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
